0,0,0,18.224100214888026,2.0548046676563256,0.4714045207910317,-77.33333333333333,-77.33333333333333,17.916255504631838,18.531944925144217,12.246742962850018,12.967927788396002
-75.0,-77.0,-80.0
-77.0,-78.0,-77.0
0,0,0,17.887753450009363,0.4714045207910317,0.816496580927726,-79.66666666666667,-74.0,21.346829277746263,14.428677622272463,13.762213545797918,10.867889774492404
-79.0,-80.0,-80.0
-73.0,-75.0,-74.0
