0,0,0,19.19524175383161,2.6246692913372702,1.247219128924647,-80.33333333333333,-75.33333333333333,22.442553592902357,15.947929914760861,14.228685336130777,11.663673887352067
-78.0,-79.0,-84.0
-75.0,-74.0,-77.0
