0,5.366690494198102,5.288631298805308,0.8170108104834288,0.21794494717703367,0.5361902647381804
-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-50.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0
-53.0,-52.0,-51.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-51.0,-52.0,-52.0,-52.0,-51.0,-52.0,-52.0,-51.0,-51.0,-51.0
1,5.366690494198102,5.288631298805308,4.617954115419107,0.9746794344808963,1.4696938456699067
-74.0,-75.0,-74.0,-74.0,-72.0,-73.0,-73.0,-73.0,-74.0,-73.0,-73.0,-72.0,-72.0,-72.0,-74.0,-74.0,-74.0,-75.0,-75.0,-74.0
-75.0,-75.0,-75.0,-75.0,-75.0,-73.0,-73.0,-77.0,-75.0,-74.0,-74.0,-74.0,-75.0,-73.0,-75.0,-77.0,-77.0,-78.0,-77.0,-77.0
2,5.366690494198102,5.288631298805308,10.280306250975205,0.7681145747868607,0.8306623862918073
-83.0,-84.0,-83.0,-84.0,-85.0,-83.0,-84.0,-84.0,-85.0,-84.0,-84.0,-83.0,-84.0,-84.0,-84.0,-85.0,-86.0,-85.0,-84.0,-84.0
-85.0,-86.0,-85.0,-86.0,-85.0,-86.0,-86.0,-86.0,-85.0,-86.0,-87.0,-85.0,-85.0,-85.0,-86.0,-87.0,-87.0,-88.0,-86.0,-86.0
3,5.366690494198102,5.288631298805308,10.551731827883565,0.8426149773176358,0.8529361054615989
-84.0,-83.0,-85.0,-85.0,-86.0,-84.0,-84.0,-83.0,-84.0,-85.0,-83.0,-84.0,-84.0,-85.0,-85.0,-85.0,-85.0,-84.0,-85.0,-83.0
-87.0,-86.0,-87.0,-87.0,-87.0,-88.0,-86.0,-86.0,-86.0,-86.0,-86.0,-88.0,-85.0,-86.0,-85.0,-87.0,-87.0,-86.0,-86.0,-85.0
4,5.366690494198102,5.288631298805308,11.521037380941317,0.8660254037844386,1.3601470508735443
-86.0,-87.0,-85.0,-86.0,-85.0,-85.0,-86.0,-86.0,-84.0,-85.0,-86.0,-87.0,-85.0,-85.0,-87.0,-86.0,-85.0,-85.0,-84.0,-85.0
-88.0,-89.0,-89.0,-87.0,-86.0,-86.0,-87.0,-87.0,-86.0,-87.0,-86.0,-90.0,-90.0,-87.0,-89.0,-88.0,-89.0,-86.0,-86.0,-87.0
5,5.366690494198102,5.288631298805308,11.067897552429736,1.630950643030009,1.2489995996796797
-82.0,-82.0,-84.0,-84.0,-84.0,-84.0,-87.0,-86.0,-87.0,-85.0,-85.0,-85.0,-87.0,-86.0,-87.0,-84.0,-85.0,-88.0,-85.0,-87.0
-85.0,-85.0,-85.0,-86.0,-84.0,-86.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,-88.0,-89.0,-88.0,-88.0,-88.0,-87.0,-88.0,-87.0
6,5.366690494198102,5.288631298805308,18.23900524946913,2.5975950415721076,2.8106938645110393
-91.0,-91.0,-94.0,-95.0,-95.0,-94.0,-94.0,-91.0,-94.0,-89.0,-90.0,-91.0,-94.0,-89.0,-88.0,-89.0,-88.0,-88.0,-88.0,-88.0
-95.0,-95.0,-97.0,-99.0,-99.0,-98.0,-95.0,-94.0,-94.0,-94.0,-90.0,-93.0,-95.0,-91.0,-93.0,-90.0,-95.0,-93.0,-91.0,-89.0
7,5.366690494198102,5.288631298805308,12.037539060901242,1.16081867662439,1.0897247358851685
-88.0,-84.0,-87.0,-88.0,-88.0,-87.0,-86.0,-86.0,-86.0,-86.0,-88.0,-87.0,-88.0,-85.0,-85.0,-86.0,-86.0,-86.0,-86.0,-88.0
-87.0,-86.0,-86.0,-88.0,-89.0,-88.0,-90.0,-87.0,-88.0,-87.0,-88.0,-88.0,-90.0,-87.0,-87.0,-87.0,-87.0,-88.0,-89.0,-88.0
