2444,0,0,     0,     0,-0.004,-0.001, 0.004,   100,   100
2504,0,18:44:44,35.55542667,139.65502333,-0.004,-0.003, 0.003,   100,   100
2561,0,18:44:44,35.55542667,139.65502333,-0.004,   0.0, 0.002,   100,   100
2619,0,18:44:44,35.55542667,139.65502333,-0.003,-0.002, 0.002,   100,   100
2676,0,18:44:44,35.55542667,139.65502333,-0.004, 0.002,   0.0,   100,   100
2729,0,18:44:44,35.55542667,139.65502333,-0.003,-0.001, 0.001,   100,   100
2785,0,18:44:44,35.55542667,139.65502333,-0.002,   0.0, 0.001,   100,   100
2843,0,18:44:44,35.55542667,139.65502333,-0.004, 0.001, 0.001,   100,   100
2902,0,18:44:44,35.55542667,139.65502333,-0.002,-0.001, 0.002,   100,   100
2959,0,18:44:44,35.55542667,139.65502333,-0.006, 0.002,   0.0,   100,   100
3017,0,18:44:44,35.55542667,139.65502333,-0.007, 0.001, 0.002,   100,   100
3074,0,18:44:44,35.55542667,139.65502333,-0.003,-0.002, 0.002,   100,   100
3132,0,18:44:44,35.55542667,139.65502333,   0.0,-0.002, 0.004,   100,   100
3190,0,18:44:44,35.55542667,139.65502333,   0.0,   0.0, 0.001,   100,   100
3249,0,18:44:44,35.55542667,139.65502333,   0.0, 0.001,-0.002,   100,   100
3306,0,18:44:44,35.55542667,139.65502333, 0.002,-0.002,-0.001,   100,   100
3363,0,18:44:44,35.55542667,139.65502333,   0.0,-0.002,   0.0,   100,   100
3420,0,18:44:44,35.55542667,139.65502333, 0.003,-0.001, 0.001,   100,   100
3478,0,18:44:45,35.55543667,139.65503167, 0.001, 0.001, 0.001,   100,   100
3537,0,18:44:45,35.55543667,139.65503167,   0.0,   0.0,   0.0,   100,   100
3594,0,18:44:45,35.55543667,139.65503167,-0.002,   0.0,   0.0,   100,   100
3652,0,18:44:45,35.55543667,139.65503167, 0.002, 0.003,   0.0,   100,   100
3710,0,18:44:45,35.55543667,139.65503167,   0.0,   0.0,-0.001,   100,   100
3768,0,18:44:45,35.55543667,139.65503167, 0.002,-0.001, 0.001,   100,   100
3825,0,18:44:45,35.55543667,139.65503167,-0.001,-0.001, 0.003,   100,   100
3884,0,18:44:45,35.55543667,139.65503167, 0.003,   0.0,   0.0,   100,   100
3943,0,18:44:45,35.55543667,139.65503167,   0.0,-0.001,   0.0,   100,   100
4001,0,18:44:45,35.55543667,139.65503167,   0.0, 0.003,   0.0,   100,   100
4058,0,18:44:45,35.55543667,139.65503167,   0.0,-0.002,-0.001,   100,   100
4115,0,18:44:45,35.55543667,139.65503167, 0.001, 0.001,   0.0,   100,   100
4172,0,18:44:45,35.55543667,139.65503167,-0.002,-0.002,   0.0,   100,   100
4229,0,18:44:45,35.55543667,139.65503167,-0.002,-0.001,-0.001,   100,   100
4285,0,18:44:45,35.55543667,139.65503167,-0.001,-0.003,-0.001,   100,   100
4343,0,18:44:45,35.55543667,139.65503167,-0.002, 0.001,-0.002,   100,   100
4401,0,18:44:45,35.55543667,139.65503167,-0.003,   0.0, 0.001,   100,   100
4459,0,18:44:46,35.55542833,139.65504667,-0.001, 0.002,-0.002,   100,   100
4516,0,18:44:46,35.55542833,139.65504667,-0.001,   0.0, 0.002,   100,   100
4573,0,18:44:46,35.55542833,139.65504667,-0.001,   0.0,   0.0,   100,   100
4631,0,18:44:46,35.55542833,139.65504667, 0.001,   0.0,   0.0,   100,   100
4688,0,18:44:46,35.55542833,139.65504667,   0.0,-0.001,   0.0,   100,   100
