2443,0,0,     0,     0,-0.003, 0.002, 0.004,   100,   100,0.8297515588870503,-0.12310805958841964,0.41070180251172483,   0.0,-0.06093474779909071
2997,0,0,     0,     0,-0.007, 0.018, 0.002,   100,   100,0.894822069696947,-0.07904216195203317,0.8191325056943989,-0.024918470650575068,-0.09707966900218845
3512,0,0,     0,     0,-0.008, 0.009,   0.0,   100,   100,0.9287510573271104,0.0009062330295631638,1.225676618662281,-0.0645100933710308,-0.09668110510125395
4009,0,0,     0,     0,-0.007, 0.002, 0.001,   100,   100,0.8357165334299658,-0.025005181339357363,1.631546925013509,-0.10387280379296061,-0.1088819860671958
4553,0,0,     0,     0, 0.001,-0.003, 0.001,   100,   100,0.9074755433531525,0.003271668399683625,2.0377740386410355,-0.14827924125510536,-0.10740871485663013
2447,0,0,     0,     0,-0.004,   0.0, 0.004,   100,   100
2505,0,0,     0,     0,-0.002,   0.0, 0.003,   100,   100
2562,0,0,     0,     0, -0.01,-0.006, 0.001,   100,   100
2621,0,0,     0,     0,-0.007, 0.003,-0.001,   100,   100
2687,0,0,     0,     0, 0.142,-0.007, 0.001,   100,   100
2743,0,0,     0,     0,-0.001,   0.0, 0.003,   100,   100
2801,0,0,     0,     0,-0.009, 0.006, 0.002,   100,   100
2860,0,0,     0,     0,-0.004,-0.008, 0.001,   100,   100
2918,0,0,     0,     0,-0.001, 0.003, 0.002,   100,   100
2974,0,0,     0,     0, -0.01, 0.006,   0.0,   100,   100
3032,0,0,     0,     0, 0.001,-0.003, 0.001,   100,   100
3090,0,0,     0,     0, -0.01,-0.001, 0.002,   100,   100
3148,0,0,     0,     0,-0.004, 0.001, 0.001,   100,   100
3205,0,0,     0,     0,   0.0,-0.006,   0.0,   100,   100
3263,0,0,     0,     0,-0.001, 0.003,   0.0,   100,   100
3319,0,0,     0,     0,   0.0,-0.003,-0.001,   100,   100
3375,0,0,     0,     0, 0.006,-0.006,-0.002,   100,   100
3432,0,0,     0,     0, 0.002, 0.002,-0.001,   100,   100
3489,0,0,     0,     0, 0.142,   0.0,   0.0,   100,   100
3546,0,0,     0,     0, 0.001,-0.004, 0.001,   100,   100
3604,0,0,     0,     0,-0.002,   0.0,   0.0,   100,   100
3661,0,0,     0,     0, 0.002,-0.004,-0.001,   100,   100
3717,0,0,     0,     0,   0.0,-0.004, 0.003,   100,   100
3774,0,0,     0,     0,   0.0, 0.003,-0.001,   100,   100
3831,0,0,     0,     0, 0.003,-0.006,   0.0,   100,   100
3887,0,0,     0,     0, 0.002,   0.0, 0.001,   100,   100
3945,0,0,     0,     0,-0.001,-0.001, 0.002,   100,   100
4002,0,0,     0,     0, 0.004,-0.002,-0.001,   100,   100
4058,0,0,     0,     0,-0.002,-0.001, 0.001,   100,   100
4116,0,0,     0,     0, 0.001,-0.001, 0.001,   100,   100
4173,0,0,     0,     0,   0.0,-0.004,   0.0,   100,   100
4229,0,0,     0,     0,-0.002, 0.002,-0.001,   100,   100
4286,0,0,     0,     0,-0.001,-0.001,-0.001,   100,   100
4343,0,0,     0,     0,   0.0,-0.001, 0.001,   100,   100
4400,0,0,     0,     0,   0.0, 0.002, 0.001,   100,   100
4457,0,0,     0,     0,-0.002, 0.001,-0.003,   100,   100
4514,0,0,     0,     0,-0.001,   0.0,-0.003,   100,   100
4570,0,0,     0,     0,-0.002, 0.004,-0.001,   100,   100
4627,0,0,     0,     0,   0.0,-0.001,-0.002,   100,   100
4685,0,0,     0,     0, 0.003,-0.001,-0.001,   100,   100
4741,0,0,     0,     0,   0.0,   0.0,-0.001,   100,   100
4798,0,0,     0,     0,-0.001,-0.001,   0.0,   100,   100
4855,0,0,     0,     0,   0.0, 0.001, 0.001,   100,   100
4912,0,0,     0,     0,-0.001,   0.0, 0.001,   100,   100
4970,0,0,     0,     0,   0.0,   0.0,   0.0,   100,   100
5026,0,0,     0,     0,   0.0, 0.001,-0.001,   100,   100
5082,0,0,     0,     0,   0.0,   0.0, 0.002,   100,   100
5140,0,0,     0,     0,   0.0,   0.0, 0.001,   100,   100
