2443,5,15:21:11,35.55540333,139.65476500,-0.002,   0.0, 0.003,   100,   100,0.8819298898887357,-0.11119500393961812,0.4103992686262764,   0.0,-0.05174373701913248
2963,5,15:21:12,35.55540500,139.65476667,-0.003,-0.001, 0.002,   100,   100,0.9332297522345068,0.03851789488884738,0.817635542829414,-0.021090752932299728,-0.03491304101540532
3459,5,15:21:12,35.55540500,139.65476667,-0.007,-0.002, 0.002,   100,   100,0.9213775177416372,0.04913107003284112,1.2259138688735969,-0.03535078529433361,-0.013128938288894634
3964,5,15:21:13,35.55540500,139.65476667,-0.004,   0.0, 0.001,   100,   100,0.8331163994153474,-0.12527716295768687,1.6372791736499153,-0.0407518853259412,-0.07499198667900718
4519,5,15:21:13,35.55540500,139.65476667, 0.001,-0.003,-0.001,   100,   100,0.7920509475665312,-0.007164323252755289,2.0452628604035135,-0.07140487616029677,-0.07869271489814175
5098,5,15:21:14,35.55540500,139.65476667, 0.002,-0.003,   0.0,   100,   100,0.8539519196181686,-0.0907037135007781,2.454727122580736,-0.10369340751330734,-0.12231955271367771
5639,5,15:21:14,35.55540500,139.65476667,-0.002,   0.0,-0.001,   100,   100,0.7651983412392935,-0.042054294743533394,2.8610430032725014,-0.1536431503745594,-0.14481824305611002
6235,5,15:21:15,35.55540500,139.65476667, 0.001,   0.0,   0.0,   100,   100,0.8571377661387061,0.008750038447011499,3.2649847413489814,-0.21255369043656192,-0.14065100653727286
6773,5,15:21:16,35.55540500,139.65476667,-0.002, 0.001,-0.001,   100,   100,0.7791185643716995,-0.048678475153191125,3.669219702730498,-0.26978765756517775,-0.16615905795144498
7358,5,15:21:16,35.55540500,139.65476667,-0.001,-0.002,   0.0,   100,   100,0.8071058844879221,0.07633651398508035,4.072676090899915,-0.337449427573987,-0.12746704011575594
7927,5,15:21:17,35.55540500,139.65476667, 0.002,-0.003,-0.001,   100,   100,0.8173233850052588,-0.04223112968861975,4.480438971703217,-0.389709097812456,-0.1487084937403013
8489,5,15:21:17,35.55540500,139.65476667,-0.001,   0.0,-0.002,   100,   100,0.9440810810374647,0.02376945616425763,4.883753285535486,-0.45013141736417794,-0.1384407875869799
8989,5,15:21:18,35.55540500,139.65476667,   0.0,   0.0,   0.0,   100,   100,0.9124063281168322,-0.09919651927522155,5.289664126533566,-0.5066878135565224,-0.18299758517883977
9503,5,15:21:18,35.55540500,139.65476667,   0.0, 0.003,   0.0,   100,   100,0.88142534920184,0.03580699411924537,5.6909563193435115,-0.5809541861595925,-0.16641868013580766
10027,5,15:21:19,35.55540500,139.65476833, 0.002,   0.0, 0.003,   100,   100,0.9158897419493641,-0.08891256605806752,6.09489713405747,-0.6488050232872979,-0.20618172050169828
10536,5,15:21:19,35.55540500,139.65476833,   0.0,-0.002, 0.002,   100,   100,0.8804779241461194,0.03111524732677662,6.494726065787061,-0.7324308149692047,-0.1917464049273466
75871,5,15:22:20,35.55553667,139.65469833, 0.496, 0.106, 1.786,   100,   100,0.9410672811255751,0.016671540353094372,6.895849748376701,-0.810301535866582,-0.1845076053991328
76362,5,15:22:20,35.55553667,139.65469833,  0.32, 0.344,-0.499,   100,   100,0.8098741388344299,-0.04035835719356229,7.297356316279936,-0.8852348065597034,-0.20486130151405751
76935,5,15:22:20,35.55553667,139.65469833, 0.522, 0.133, 1.748,   100,   100,0.8967501820341518,0.04237160595296374,7.697242844032135,-0.9683216804217072,-0.1855630501041496
77448,5,15:22:20,35.55553667,139.65469833, 0.611,-0.112, 1.144,   100,   100,0.9584266074362049,-0.004509906911608463,8.098755830113985,-1.0436947706927648,-0.1874853838610103
77932,5,15:22:20,35.55553667,139.65469833,-0.508, 0.022,-1.374,   100,   100,0.8640347476421355,-0.1696192538987703,8.50471748218738,-1.1207111637793863,-0.26860146944659913
78470,5,15:22:20,35.55553667,139.65469833, 0.434, 0.132,-0.172,   100,   100,0.956972372737148,-0.011178204362266353,8.898550689790705,-1.2291149618006518,-0.27337284423690184
78955,5,15:22:20,35.55553667,139.65469833, 0.198,-0.018, -0.44,   100,   100,0.9580490849504244,-0.0030378032315075965,9.291675252362081,-1.3393442310814567,-0.27466744634537893
79436,5,15:22:20,35.55553667,139.65469833,-1.018, 0.813,-2.184,   100,   100,0.9579755443023075,-0.009767336105400704,9.684745988787189,-1.4501074851441498,-0.2788311970000289
79922,5,15:22:20,35.55553667,139.65469833,-0.908, 0.476,-2.277,   100,   100,0.928308826828216,-0.024498548846478507,10.077426027997529,-1.5625275794580606,-0.2896105482124792
80420,5,15:22:20,35.55553667,139.65469833, 0.849,-0.766, 2.318,   100,   100,0.9275589409845977,-0.02328776876421923,10.469543094190975,-1.6793740355509978,-0.2998830356722405
80918,5,15:22:20,35.55553667,139.65469833, 0.777,-0.296, 1.318,   100,   100,0.9557265472271411,-0.015394127436073601,10.859794717416028,-1.8000429976038086,-0.3064625535293299
81407,5,15:22:20,35.55553667,139.65469833, 0.304,  0.02, 0.161,   100,   100,0.9564891164827796,-0.013885869856835154,11.249461857234786,-1.9233459476540997,-0.3123960218078821
