2445,0,0,     0,     0,-0.003,   0.0, 0.004,   100,   100,0.8762182243628316,-0.13050956268728564,0.4109276341992473,   0.0,-0.06120619766207591
2972,0,0,     0,     0,-0.004, 0.002, 0.002,   100,   100,0.8786909003180263,-0.04149358428700711,0.8200064762091788,-0.025069473360163245,-0.08055997880698387
3497,0,0,     0,     0,-0.012, 0.007,-0.001,   100,   100,0.8324396773244722,0.015920184621762368,1.2266593564197574,-0.05790047493694833,-0.0727575471493682
4046,0,0,     0,     0,-0.001,-0.004, 0.002,   100,   100,0.917894455016319,-0.03211998816784789,1.6342518606231045,-0.08760834541705087,-0.08705831439568794
4551,0,0,     0,     0, 0.008,-0.003,   0.0,   100,   100,0.9147620188724088,-0.029187040707918,2.04142485853132,-0.123145967336699,-0.10009925100429475
5057,0,0,     0,     0, 0.002,-0.001, 0.002,   100,   100,0.9194155191096695,-0.020404068722567614,2.447891335186448,-0.16396939672442334,-0.10916511310280728
5562,0,0,     0,     0,   0.0, 0.001,   0.0,   100,   100,0.9007487285713948,-0.03325231787229965,2.8538690720670847,-0.20846489414371372,-0.12424205941923666
6075,0,0,     0,     0,-0.001, 0.003, 0.002,   100,   100,0.8390160728305818,-0.06260709706657897,3.2594261429821203,-0.2591130113744258,-0.15473967090268048
6622,0,0,     0,     0,-0.001,-0.001,   0.0,   100,   100,0.8700611307149357,-0.1239092934806223,3.6651335772133886,-0.3223979603577469,-0.21321698476303738
7153,0,0,     0,     0,   0.0,-0.004, 0.003,   100,   100,0.9380734985630266,-0.01441232923528668,4.064378658890411,-0.4088376725894899,-0.21949300644746506
7648,0,0,     0,     0,-0.002,-0.001, 0.002,   100,   100,0.9215307556409084,-0.023512403171437768,4.4642005884866025,-0.4980328016642467,-0.22994503132757826
8153,0,0,     0,     0, 0.142,-0.001,-0.001,   100,   100,0.920327378701946,-0.021901439413332002,4.862055963132557,-0.5911649285699931,-0.23966891547613428
8658,0,0,     0,     0,-0.002,   0.0,-0.002,   100,   100,0.9230701266086501,-0.02346881448773308,5.259058603073109,-0.6881788039003083,-0.2500596038591873
9160,0,0,     0,     0,-0.001,   0.0, 0.001,   100,   100,0.9213563595350347,0.013640554326806553,5.654546497004487,-0.7891885524653002,-0.24401650550522175
9663,0,0,     0,     0,-0.002,-0.001, 0.001,   100,   100,0.8376303489797652,-0.14968482402331595,6.054826984083665,-0.8888495687858055,-0.3177305099310697
10225,0,0,     0,     0, 0.001,-0.001,-0.001,   100,   100,0.9276198570645058,0.0052362463285998695,6.442857817663963,-1.016462266543479,-0.31542473481073224
