2441,0,18:50:49,35.55524667,139.65449000,-0.006,-0.001, 0.006,   100,   100
2497,0,18:50:49,35.55524667,139.65449000,-0.002, 0.001,-0.001,   100,   100
2553,0,18:50:49,35.55524667,139.65449000,-0.006, 0.001, 0.002,   100,   100
2606,0,18:50:49,35.55524667,139.65449000,-0.006, 0.001, 0.001,   100,   100
2659,0,18:50:49,35.55524667,139.65449000,-0.003,-0.001, 0.002,   100,   100
2718,0,18:50:49,35.55524667,139.65449000,-0.002,   0.0,   0.0,   100,   100
2776,0,18:50:49,35.55524667,139.65449000,-0.003, 0.001, 0.002,   100,   100
2834,0,18:50:49,35.55524667,139.65449000,-0.006,   0.0,   0.0,   100,   100
2892,0,18:50:49,35.55524667,139.65449000,-0.003,-0.002, 0.003,   100,   100
2948,0,18:50:49,35.55524667,139.65449000,-0.004,-0.001, 0.002,   100,   100
3005,0,18:50:49,35.55524667,139.65449000,-0.003, 0.001, 0.001,   100,   100
3062,0,18:50:49,35.55524667,139.65449000,-0.002,-0.002, 0.002,   100,   100
3120,0,18:50:49,35.55524667,139.65449000,-0.003,   0.0,   0.0,   100,   100
3178,0,18:50:49,35.55524667,139.65449000, 0.001,-0.002, 0.001,   100,   100
3236,0,18:50:49,35.55524667,139.65449000, 0.003,-0.002, 0.001,   100,   100
3294,0,18:50:49,35.55524667,139.65449000,   0.0,-0.001, 0.001,   100,   100
3352,0,18:50:50,35.55523333,139.65451333, 0.003,-0.007,   0.0,   100,   100
3410,0,18:50:50,35.55523333,139.65451333, 0.001, 0.002,   0.0,   100,   100
3468,0,18:50:50,35.55523333,139.65451333,   0.0, 0.001,-0.001,   100,   100
3526,0,18:50:50,35.55523333,139.65451333,-0.001,   0.0,   0.0,   100,   100
3583,0,18:50:50,35.55523333,139.65451333, 0.001,   0.0, 0.002,   100,   100
3640,0,18:50:50,35.55523333,139.65451333,   0.0, 0.001,   0.0,   100,   100
