2443,0,0,     0,     0,-0.002, 0.002, 0.007,   100,   100,0.8883347118643872,-0.13046908510599087,0.40912388433586444,   0.0,-0.06008773289099856
2961,0,0,     0,     0,-0.004,-0.016,   0.0,   100,   100,0.9596271377631103,-0.006299449239029142,0.8164533713207127,-0.024505004577986416,-0.06276647188673248
3443,0,0,     0,     0, 0.008,-0.009, 0.001,   100,   100,0.9544999729968875,-0.014699252664354012,1.2239509351752644,-0.05011583019241572,-0.0690542961236786
3930,0,0,     0,     0, 0.001,-0.008,   0.0,   100,   100,0.759840514533563,-0.20435227398318256,1.640978319348113,-0.07895922378585542,-0.18147800071811476
4537,0,0,     0,     0,-0.002,   0.0,   0.0,   100,   100,0.8544668175075048,-0.049846511475278965,2.0434468661892784,-0.15281094745881468,-0.20534856587980713
5078,0,0,     0,     0, 0.001,-0.006, 0.003,   100,   100,0.8603444685553636,-0.05315249867624938,2.444918212286215,-0.23643119730820084,-0.23068395780442952
5613,0,0,     0,     0,   0.0, 0.001, 0.001,   100,   100,0.8613867223451366,-0.02462601745119819,2.8419467596979056,-0.32967928030473936,-0.24234338514664952
6144,0,0,     0,     0,-0.002, 0.001,-0.001,   100,   100,0.9063460215387703,-0.06041476430350323,3.238960832217968,-0.42782189515202307,-0.269603953303635
6653,0,0,     0,     0, 0.001,-0.001,   0.0,   100,   100,0.7906736054166035,-0.12133391897836854,3.6365825846701876,-0.5376974299902628,-0.3329083312363028
7234,0,0,     0,     0,-0.003, 0.001,-0.001,   100,   100,0.799467839981406,-0.12706895200215418,4.0251346366890175,-0.6720500505952974,-0.3982532419370814
7809,0,0,     0,     0,-0.002, 0.003,-0.001,   100,   100,0.8591570820056464,-0.0066283862740448285,4.402199290986963,-0.8306946261545629,-0.4014092835056016
8345,0,0,     0,     0,   0.0,-0.001,-0.001,   100,   100,0.9275674372351371,-0.032181923656374734,4.778302386555907,-0.9903336193912667,-0.4155849765308647
8844,0,0,     0,     0, 0.001,-0.001,   0.0,   100,   100,0.9219600950786235,-0.031366873069628154,5.15204129683576,-1.1552599039806049,-0.4294833231275212
9346,0,0,     0,     0,   0.0,-0.002, 0.002,   100,   100,0.9181346184995481,-0.012380846965147962,5.5233056254876445,-1.3252974147603203,-0.434989838521088
9850,0,0,     0,     0,-0.001, 0.004, 0.001,   100,   100,0.9519156849658235,-0.011844170219258432,5.89370365487731,-1.4974118574696718,-0.4400717572869938
10338,0,0,     0,     0,   0.0,   0.0,-0.002,   100,   100,0.9496686777992767,-0.01488077102775287,6.263314599501912,-1.6714498944876839,-0.446473281982074
10828,0,0,     0,     0, 0.001, 0.003,-0.001,   100,   100,0.9517721466145164,-0.011645642419045088,6.631640678403469,-1.8477723011736418,-0.4514698084026958
11315,0,0,     0,     0,   0.0, 0.002, 0.001,   100,   100,0.9224354745343702,-0.020970675060269284,6.999107072576605,-2.0259454126197833,-0.46075401432821167
11817,0,0,     0,     0, 0.142, 0.001,   0.0,   100,   100,0.9243847115262696,0.012531583501356747,7.3650852014440185,-2.207612645331947,-0.4552149389973776
12318,0,0,     0,     0, 0.002,-0.001, 0.001,   100,   100,0.9396705619495098,-0.004593052177762402,7.731613282334521,-2.3870293034922483,-0.45720963232003475
12813,0,0,     0,     0, 0.001,-0.001,-0.001,   100,   100,0.9352322411229383,-0.02859172253729303,8.097784077447805,-2.567177366911209,-0.46968555852923843
13308,1,0,     0,     0,   0.0, 0.002,-0.002,   100,   100,0.9342605455280933,-0.007930890234757904,8.462283431384641,-2.7521864438493484,-0.47315553667543364
13804,1,0,     0,     0, 0.001,   0.0, 0.001,   100,   100,0.9178425664527317,-0.004641183156937734,8.82546973576785,-2.938116781954708,-0.4752187028959774
14308,1,0,     0,     0,   0.0,-0.001,-0.001,   100,   100,0.9204671836028935,-0.00358485545041054,9.188530117411835,-3.124929025286987,-0.47680888301822255
14809,1,0,     0,     0,   0.0,-0.001, 0.001,   100,   100,0.9339055854254528,-0.007950788351988258,9.551324212119317,-3.3123344994608925,-0.480285265849374
15307,1,0,     0,     0, 0.001, 0.001, 0.001,   100,   100,0.931136180235876,-0.025377054567626067,9.913531278624175,-3.5010347757848446,-0.4914161155178915
15803,1,0,     0,     0,-0.002, 0.002,   0.0,   100,   100,0.9310651436973048,-0.022451794401368685,10.273904165118967,-3.6939094176696945,-0.5012725364659573
16301,1,0,     0,     0,-0.002,   0.0, 0.001,   100,   100,0.8612642518953715,0.013950468825012718,10.633547439287277,-3.890978093446655,-0.49462992710526266
16834,1,0,     0,     0, 0.002,-0.002,   0.0,   100,   100,0.9176586808606528,-0.041626703145131616,10.99316832425115,-4.084939641972831,-0.5131644662242574
17337,1,0,     0,     0,   0.0,   0.0,-0.001,   100,   100,0.9383178504259702,-0.010471462288540678,11.348854746059118,-4.285376291911563,-0.5177207326082094
17829,1,0,     0,     0,-0.001,-0.002,-0.001,   100,   100,0.8708235874756671,-0.008341523735209133,11.705507463788457,-4.488504029895201,-0.5216523045983913
18358,1,0,     0,     0,   0.0,-0.002, 0.001,   100,   100,0.8107824077145483,-0.19806740479579465,12.067209100958227,-4.696394897716585,-0.6235681180329462
18933,1,0,     0,     0,   0.0,   0.0,   0.0,   100,   100,0.8630800363472823,-0.13938879634741252,12.401035198729936,-4.9365191654766925,-0.6899803374009056
19472,1,0,     0,     0,-0.001, 0.004,-0.001,   100,   100,0.9262506604894303,-0.0333000604044954,12.716000241692168,-5.196460775901455,-0.7046621225796933
19972,1,0,     0,     0, 0.002, 0.001,-0.003,   100,   100,0.8690017582902887,-0.05858588113694063,13.027351187082482,-5.461199222384029,-0.7322148226317182
20502,1,0,     0,     0,   0.0,-0.001,   0.0,   100,   100,0.9132318456121624,-0.051747760232208284,13.33148755291828,-5.734591684259606,-0.7553878973944402
21016,1,0,     0,     0,   0.0,   0.0,-0.002,   100,   100,0.8941617523379909,-0.11529111924666191,13.63012549999862,-6.01582239268147,-0.8082798984519349
21531,1,0,     0,     0, 0.001, 0.001, 0.001,   100,   100,0.9192435926822156,-0.07090834595870787,13.912507937470313,-6.311432613681971,-0.839814530675827
22032,1,0,     0,     0,   0.0, 0.001, 0.001,   100,   100,0.8146024128861361,0.020828698574089866,14.185039516346409,-6.615364224646775,-0.8293765534047791
22595,1,0,     0,     0,   0.0,-0.002,   0.0,   100,   100,0.780092675767513,-0.08533467830377006,14.46165316298141,-6.91744431025336,-0.874182252268731
23180,1,0,     0,     0,-0.003,-0.001,-0.001,   100,   100,0.8897298405044682,-0.042273126013518625,14.724149362400635,-7.231241015016602,-0.8936201110921926
23701,1,0,     0,     0,   0.0,   0.0, 0.001,   100,   100,0.8918747553845998,-0.02091636000911501,14.979931650466868,-7.549377535342612,-0.9031935044293419
24219,1,0,     0,     0,-0.001,-0.001,-0.001,   100,   100,0.8878446067694596,-0.02198991200086753,15.233441205981283,-7.8709433600442855,-0.9133353357038337
24740,1,0,     0,     0, 0.001, 0.001,-0.001,   100,   100,0.8806975149757846,-0.09271899684391205,15.483786558643253,-8.195206191520715,-0.9564636764386779
25265,1,0,     0,     0,-0.001,   0.0,-0.002,   100,   100,0.9288983317961137,0.00731392497013561,15.719109732403254,-8.528814519719074,-0.9532491795741093
25763,1,0,     0,     0,   0.0, 0.002, 0.001,   100,   100,0.8902296611152116,-0.11716455344305254,15.956714651681574,-8.86336921249618,-1.0072553304793062
26284,1,0,     0,     0,   0.0, 0.001,   0.0,   100,   100,0.933525061366127,-0.01739122877884569,16.1749439830364,-9.208727054679695,-1.0148660787052544
26782,1,0,     0,     0,-0.002,-0.001, 0.001,   100,   100,0.9476011153145876,-0.013157879663706407,16.39066561764455,-9.555940226985296,-1.0205420374369583
27273,1,0,     0,     0, 0.002,-0.002,   0.0,   100,   100,0.9422385375312472,-0.01990958582583391,16.604234660028002,-9.904081479768548,-1.0291721746168314
27768,1,0,     0,     0,-0.001,-0.002,-0.006,   100,   100,0.9485901970346486,-0.014975163667806934,16.81469902440749,-10.253899535327461,-1.0356171157359897
28258,1,0,     0,     0,   0.0, 0.001, 0.003,   100,   100,0.9460619952250181,-0.013526086869608656,17.02275160661601,-10.604808910431759,-1.0414496808610048
28749,1,0,     0,     0,   0.0,   0.0,   0.0,   100,   100,0.949406141416644,-0.006247273889435467,17.228927197648595,-10.95722190311972,-1.0441363277962716
