0,7.834751202079564,-5.432902521540001,13.922119594581348,0.4769696007084729,0.6403124237432849,-73.15,-74.3
-73.0,-73.0,-73.0,-74.0,-73.0,-73.0,-72.0,-73.0,-73.0,-73.0,-73.0,-73.0,-74.0,-73.0,-74.0,-73.0,-73.0,-74.0,-73.0,-73.0
-74.0,-75.0,-74.0,-74.0,-74.0,-74.0,-74.0,-73.0,-75.0,-75.0,-74.0,-75.0,-73.0,-75.0,-74.0,-75.0,-74.0,-74.0,-75.0,-75.0
1,3.2438989219067653,-3.4160167339692995,13.430016193315774,0.698212002188447,0.7664854858377946,-72.75,-73.75
-72.0,-72.0,-72.0,-72.0,-73.0,-73.0,-73.0,-72.0,-72.0,-73.0,-72.0,-73.0,-73.0,-74.0,-73.0,-74.0,-73.0,-74.0,-73.0,-72.0
-73.0,-73.0,-74.0,-74.0,-73.0,-74.0,-73.0,-74.0,-74.0,-72.0,-74.0,-74.0,-73.0,-75.0,-74.0,-74.0,-74.0,-75.0,-73.0,-75.0
0,7.671889687111853,19.532543718170377,33.45069330273521,2.497529643665447,3.213642792844283,-84.38888888888889,-86.35
3,0,.,4,3,1,0,6,9,1,0,8,5,4,1,5,1,8
3,6,.,4,7,0,3,1,7,4,9,6,9,2,8,9,1
1,7,.,4,2,7,2,9,7,5,0,1,5,3,7,0,8,7
2,0,.,9,1,2,8,2,3,7,9,0,5,8,8,3,0,2
-87.0,-81.0,-81.0,-80.0,-86.0,-87.0,-86.0,-86.0,-88.0,-82.0,-84.0,-84.0,-82.0,-84.0,-89.0,-85.0,-83.0,-84.0
-88.0,-83.0,-83.0,-90.0,-83.0,-85.0,-95.0,-91.0,-87.0,-85.0,-85.0,-84.0,-86.0,-87.0,-81.0,-83.0,-88.0,-88.0,-88.0,-87.0
1,12.674985269412497,20.239938635540533,29.590560869817068,1.710993863226867,1.3266499161421597,-83.35,-84.2
2,8,.,1,4,7,5,6,0,8,6,7,8,4,1,0,8
3,1,.,0,3,3,5,6,0,8,7,1,7,9,3,0,5,7
1,6,.,5,4,5,1,5,5,7,3,9,0,5,4,7,8,5
1,8,.,6,6,0,5,6,6,4,1,2,1,1,4,6,2
-84.0,-85.0,-81.0,-87.0,-80.0,-82.0,-82.0,-82.0,-85.0,-86.0,-83.0,-84.0,-84.0,-84.0,-83.0,-85.0,-84.0,-82.0,-82.0,-82.0
