0,-41.17617041130943,-58.90615249174253,1.098104547050436,2.6896793489187516,2.4819347291981715,-40.625,-39.2,1.1382807427639074,1.0579283513369646
-40.0,-40.0,-41.0,-41.0,-40.0,-40.0,-39.0,-43.0,-45.0,-45.0,-45.0,-42.0,-38.0,-37.0,-37.0,-37.0
-40.0,-40.0,-41.0,-42.0,-40.0,-38.0,-39.0,-40.0,-45.0,-40.0,-39.0,-35.0,-36.0,-36.0,-37.0
