0,-67.27679671375884,-23.012019267632983,57.668514640759895,3.07967124868873,2.6976552318634046,-92.125,-93.1875,54.39750253576021,60.93952674575957
-91.0,-91.0,-91.0,-97.0,-89.0,-88.0,-89.0,-87.0,-89.0,-97.0,-94.0,-94.0,-95.0,-94.0,-95.0,-93.0
-91.0,-91.0,-90.0,-97.0,-91.0,-90.0,-95.0,-96.0,-93.0,-90.0,-93.0,-97.0,-95.0,-95.0,-97.0,-90.0
