0,-63.9407341439163,-26.21761421604787,63.59444007417204,2.6666666666666665,2.423929150357237,-92.0,-95.6470588235294,53.8893466709854,73.2995334773587
-94.0,-91.0,-89.0,-89.0,-91.0,-93.0,-88.0,-88.0,-95.0,-93.0,-93.0,-90.0,-93.0,-94.0,-97.0,-93.0,-96.0,-89.0
-93.0,-94.0,-98.0,-95.0,-96.0,-95.0,-93.0,-93.0,-99.0,-97.0,-100.0,-93.0,-93.0,-100.0,-94.0,-96.0,-97.0
