0,0,0,1.0673147952445892,2.629368792488718,2.6916348116309674,-38.55555555555556,-40.42857142857143,0.9744694716794177,1.1601601188097606
-36.0,-36.0,-35.0,-35.0,-35.0,-36.0,-36.0,-38.0,-39.0,-41.0,-42.0,-40.0,-41.0,-41.0,-40.0,-39.0,-43.0,-41.0
-35.0,-35.0,-42.0,-39.0,-40.0,-42.0,-42.0,-42.0,-39.0,-43.0,-45.0,-41.0,-41.0,-40.0
