2432,0,      0,          0,          0,-0.004, 0.001, 0.003,     0,     0,     0,     0,     0,     0,   0.0,-1,-1
2488,0,      0,          0,          0,-0.006,-0.004, 0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
2545,0,      0,          0,          0,-0.007,-0.002,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
2599,0,      0,          0,          0,-0.006, 0.001, 0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
2654,0,      0,          0,          0,-0.007,-0.002, 0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
2709,0,      0,          0,          0,-0.002,   0.0, 0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
2765,0,      0,          0,          0,-0.003,-0.002, 0.003,     0,     0,     0,     0,     0,     0,359.875,-1,-1
2820,0,      0,          0,          0,-0.003, 0.001, 0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
2875,0,      0,          0,          0,-0.004,   0.0, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
2930,0,      0,          0,          0,-0.006,-0.002, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
2986,0,      0,          0,          0,-0.004,-0.003, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
3040,0,      0,          0,          0,-0.004,-0.002, 0.003,     0,     0,     0,     0,     0,     0,359.875,-1,-1
3097,0,      0,          0,          0,-0.007,   0.0, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
3150,0,      0,          0,          0,-0.013,-0.001, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
3205,0,      0,          0,          0,-0.001,   0.0,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
3259,0,      0,          0,          0, 0.002, 0.001,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
3315,0,      0,          0,          0, 0.003, 0.001,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
3369,0,      0,          0,          0, 0.002, 0.001, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
3426,0,      0,          0,          0, 0.002,   0.0, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
3481,0,      0,          0,          0, 0.001, 0.002, 0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
3537,0,      0,          0,          0,   0.0, 0.001, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
3592,0,      0,          0,          0, 0.001,   0.0,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
3649,0,      0,          0,          0, 0.001,   0.0, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
3703,0,      0,          0,          0, 0.001,   0.0, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
3757,0,      0,          0,          0,-0.001, 0.001, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
3812,0,      0,          0,          0,   0.0,   0.0, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
3868,0,      0,          0,          0, 0.001,-0.001, 0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
3923,0,      0,          0,          0,-0.001,-0.001,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
3981,0,      0,          0,          0,-0.002,   0.0, 0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
4037,0,      0,          0,          0, 0.002,-0.002, 0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
4092,0,      0,          0,          0,-0.001, 0.001, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
4149,0,      0,          0,          0,-0.001,   0.0, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
4205,0,      0,          0,          0,   0.0, 0.002,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
4260,0,      0,          0,          0,-0.001, 0.003,-0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
4314,0,      0,          0,          0,-0.001,   0.0, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
4371,0,      0,          0,          0,-0.001, 0.001,-0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
4425,0,      0,          0,          0,-0.001,   0.0,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
4482,0,      0,          0,          0,-0.001,-0.001,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
4536,1,      0,          0,          0, 0.001,   0.0,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
4593,1,      0,          0,          0, 0.001,-0.001,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
4647,1,      0,          0,          0,-0.001,-0.001,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
4704,1,      0,          0,          0, 0.001,   0.0, 0.003,     0,     0,     0,     0,     0,     0,359.875,-1,-1
4758,1,      0,          0,          0,   0.0, 0.002,-0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
4815,1,      0,          0,          0,   0.0,-0.002,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
4870,1,      0,          0,          0,   0.0, 0.002,-0.004,     0,     0,     0,     0,     0,     0,359.875,-1,-1
4926,1,      0,          0,          0,-0.001,-0.001, 0.003,     0,     0,     0,     0,     0,     0,359.875,-1,-1
4981,1,      0,          0,          0,-0.001, 0.001,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
5037,1,      0,          0,          0,-0.001,-0.001, 0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
5091,1,      0,          0,          0,   0.0,-0.002,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
5148,2,      0,          0,          0,-0.001, 0.002,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
5203,2,      0,          0,          0,   0.0,   0.0,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
5259,2,      0,          0,          0, 0.001,   0.0, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
5313,2,      0,          0,          0, 0.002, 0.002, 0.003,     0,     0,     0,     0,     0,     0,359.875,-1,-1
5369,2,      0,          0,          0, 0.002,-0.001, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
5424,2,      0,          0,          0,-0.001,-0.001,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
5479,2,      0,          0,          0,   0.0,   0.0, 0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
5534,2,      0,          0,          0,-0.003,   0.0,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
5589,2,      0,          0,          0,-0.001,-0.002, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
5645,2,      0,          0,          0,-0.001,-0.001,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
5701,2,      0,          0,          0,-0.002, 0.001,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
5757,2,      0,          0,          0, 0.003,-0.002, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
5812,2,      0,          0,          0, 0.002, 0.001,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
5866,2,      0,          0,          0,-0.001, 0.001,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
5922,2,      0,          0,          0, 0.001, 0.001,-0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
5978,2,      0,          0,          0, 0.001,-0.002,-0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
6034,2,      0,          0,          0, 0.003,   0.0,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
6091,2,      0,          0,          0,-0.002,   0.0, 0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
6146,2,      0,          0,          0,   0.0,-0.001,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
6202,2,      0,          0,          0,-0.001, 0.001,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
6258,2,      0,          0,          0, 0.009,-0.003,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
6314,2,      0,          0,          0, 0.001,   0.0, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
6369,2,      0,          0,          0, 0.002,   0.0,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
6425,2,      0,          0,          0, 0.003,-0.002, 0.003,     0,     0,     0,     0,     0,     0,359.875,-1,-1
6484,2,      0,          0,          0,   0.0,-0.002, 0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
6538,2,      0,          0,          0, 0.001,-0.002,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
6594,2,      0,          0,          0,   0.0,-0.001,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
6649,2,      0,          0,          0, 0.002, 0.001,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
6705,2,      0,          0,          0,-0.002,-0.001,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
6762,2,      0,          0,          0, 0.001, 0.003, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
6818,2,      0,          0,          0, 0.004, 0.002,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
6875,2,      0,          0,          0, 0.001,   0.0,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
6931,2,      0,          0,          0, 0.003, 0.002, 0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
6987,2,      0,          0,          0,-0.001, 0.002,-0.003,     0,     0,     0,     0,     0,     0,359.875,-1,-1
7043,2,      0,          0,          0,   0.0,   0.0, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
7098,2,      0,          0,          0,-0.003,   0.0,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
7156,2,      0,          0,          0, 0.001, 0.001,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
7210,2,      0,          0,          0, 0.001,-0.001, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
7267,2,      0,          0,          0,   0.0,   0.0,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
7321,2,      0,          0,          0,-0.001, 0.001, 0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
7376,2,      0,          0,          0,-0.002,-0.001, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
7430,2,      0,          0,          0,   0.0, 0.001,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
7487,2,      0,          0,          0,   0.0,-0.002,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
7542,2,      0,          0,          0,-0.002,-0.003,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
7598,2,      0,          0,          0, 0.001,-0.001, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
7652,2,      0,          0,          0,-0.001, 0.001,-0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
7709,2,      0,          0,          0,-0.002, 0.002,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
7763,2,      0,          0,          0,   0.0, 0.001,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
7820,2,      0,          0,          0,   0.0, 0.001,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
7876,2,      0,          0,          0,-0.001, 0.003,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
7933,2,      0,          0,          0,   0.0,   0.0,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
7991,3,      0,          0,          0,-0.001,   0.0,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
8046,3,      0,          0,          0,-0.001, 0.001,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
8102,3,      0,          0,          0,-0.001, 0.002, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
8160,3,      0,          0,          0, 0.001,   0.0, 0.004,     0,     0,     0,     0,     0,     0,359.875,-1,-1
8215,3,      0,          0,          0, 0.001, 0.002, 0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
8272,3,      0,          0,          0, 0.002,   0.0,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
8326,3,      0,          0,          0,-0.002,-0.002, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
8380,3,      0,          0,          0,-0.002,   0.0,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
8434,3,      0,          0,          0, 0.002, 0.002,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
8491,3,      0,          0,          0,-0.004, 0.002, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
8545,3,      0,          0,          0,-0.001, 0.001, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
8602,3,      0,          0,          0,   0.0,-0.003, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
8656,3,      0,          0,          0,-0.001,-0.001, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
8712,3,      0,          0,          0,   0.0,-0.002, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
8767,3,      0,          0,          0,   0.0, 0.002,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
8823,3,      0,          0,          0,   0.0,   0.0,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
8877,3,      0,          0,          0,-0.001, 0.001,-0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
8935,3,      0,          0,          0,-0.001,-0.001, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
8989,3,      0,          0,          0,   0.0,-0.001,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
9046,3,      0,          0,          0, 0.002, 0.001,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
9101,3,      0,          0,          0,   0.0, 0.002, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
9157,3,      0,          0,          0,   0.0,-0.001, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
9213,3,      0,          0,          0,-0.002,-0.003,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
9269,3,      0,          0,          0,-0.001,   0.0,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
9327,3,      0,          0,          0,-0.002,-0.001,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
9382,3,      0,          0,          0, 0.002, 0.001, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
9438,3,      0,          0,          0,-0.002,-0.003, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
9492,3,      0,          0,          0, 0.002,   0.0,-0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
9548,3,      0,          0,          0, 0.002, 0.001,-0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
9602,3,      0,          0,          0,-0.004,-0.003, 0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
9659,3,      0,          0,          0,-0.002, 0.001, 0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
9713,3,      0,          0,          0,-0.001,-0.002,-0.003,     0,     0,     0,     0,     0,     0,359.875,-1,-1
9770,3,      0,          0,          0,   0.0, 0.001,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
9825,3,      0,          0,          0,-0.001, 0.001, 0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
9881,3,      0,          0,          0,   0.0,-0.002,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
9935,3,      0,          0,          0,   0.0,   0.0,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
9990,3,      0,          0,          0,-0.002,-0.003,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
10045,3,      0,          0,          0,-0.001, 0.001,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
10101,3,      0,          0,          0,-0.001,-0.001,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
10156,3,      0,          0,          0, 0.001, 0.002,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
10212,3,      0,          0,          0,   0.0,-0.001,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
10268,3,      0,          0,          0,-0.002,   0.0,-0.002,     0,     0,     0,     0,     0,     0,359.875,-1,-1
10324,3,      0,          0,          0,-0.001, 0.002, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
10379,3,      0,          0,          0,-0.001,-0.001,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
10435,3,      0,          0,          0,   0.0,   0.0,-0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
10489,3,      0,          0,          0,-0.001,   0.0, 0.001,     0,     0,     0,     0,     0,     0,359.875,-1,-1
10545,3,      0,          0,          0,   0.0,-0.002,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
10600,3,      0,          0,          0,-0.001,   0.0,   0.0,     0,     0,     0,     0,     0,     0,359.875,-1,-1
