0,0,0,4.541417228047257,2.987577586391815,2.673561107228118,-58.72727272727273,-58.92307692307692,4.431333891559796,4.651500564534717
-61.0,-56.0,-54.0,-62.0,-62.0,-62.0,-61.0,-59.0,-57.0,-58.0,-54.0
-58.0,-55.0,-59.0,-58.0,-56.0,-63.0,-61.0,-63.0,-62.0,-61.0,-56.0,-57.0,-57.0
