2432,0,16:27:42,35.55500500,139.65609333, 0.002, 0.003,-0.009,     0,     0,     0,     0,     0,     0,   0.0,-1,-1
2489,0,16:27:42,35.55500500,139.65609333,  0.02,-0.001,   0.0,     0,     0,     0,     0,     0,     0,   0.0,-1,-1
2551,0,16:27:42,35.55500500,139.65609333,-0.009,-0.002, 0.001,     0,     0,     0,     0,     0,     0,   0.0,-1,-1
2606,0,16:27:43,35.55500500,139.65609333,-0.016, 0.001,-0.006,     0,     0,     0,     0,     0,     0,   0.0,-1,-1
2664,0,16:27:43,35.55500500,139.65609333,-0.002,  0.01, 0.014,     0,     0,     0,     0,     0,     0,   0.0,-1,-1
2718,0,16:27:43,35.55500500,139.65609333,-0.018,-0.001,-0.011,     0,     0,     0,     0,     0,     0,   0.0,-1,-1
2775,0,16:27:43,35.55500500,139.65609333, 0.014, 0.002, 0.001,     0,     0,     0,     0,     0,     0,   0.0,-1,-1
2833,0,16:27:43,35.55500500,139.65609333, 0.024,-0.001, 0.001,     0,     0,     0,     0,     0,     0,   0.0,-1,-1
2888,0,16:27:43,35.55500500,139.65609333, 0.019, 0.001, 0.018,     0,     0,     0,     0,     0,     0,359.938,-1,-1
2946,0,16:27:43,35.55500500,139.65609333,-0.014,  0.01, 0.033,     0,     0,     0,     0,     0,     0,359.875,-1,-1
3001,0,16:27:43,35.55500500,139.65609333, 0.017, 0.003, 0.019,     0,     0,     0,     0,     0,     0,359.812,-1,-1
3057,0,16:27:43,35.55500500,139.65609333,-0.034,-0.001, 0.011,     0,     0,     0,     0,     0,     0,359.812,-1,-1
3112,0,16:27:43,35.55500500,139.65609333,-0.042, 0.001,-0.007,     0,     0,     0,     0,     0,     0,359.75,-1,-1
3167,0,16:27:43,35.55500500,139.65609333,  0.03,-0.003, -0.01,     0,     0,     0,     0,     0,     0,359.812,-1,-1
3226,0,16:27:43,35.55500500,139.65609333, 0.008,-0.001,-0.007,     0,     0,     0,     0,     0,     0,359.812,-1,-1
3284,0,16:27:43,35.55500500,139.65609333, -0.01,-0.003, 0.007,     0,     0,     0,     0,     0,     0,359.812,-1,-1
3339,0,16:27:43,35.55500500,139.65609333,-0.012, 0.006, 0.026,     0,     0,     0,     0,     0,     0,359.75,-1,-1
3396,0,16:27:43,35.55500500,139.65609333, 0.021,-0.016, 0.002,     0,     0,     0,     0,     0,     0,359.688,-1,-1
3450,0,16:27:43,35.55500500,139.65609333, 0.002,-0.006,-0.008,     0,     0,     0,     0,     0,     0,359.688,-1,-1
3506,0,16:27:43,35.55500500,139.65609333,-0.034, 0.003, 0.013,     0,     0,     0,     0,     0,     0,359.688,-1,-1
3561,0,16:27:43,35.55500500,139.65609333,-0.021,-0.001,-0.007,     0,     0,     0,     0,     0,     0,359.688,-1,-1
3617,0,16:27:44,35.55500500,139.65609333, 0.028, 0.004,   0.0,     0,     0,     0,     0,     0,     0,359.688,-1,-1
3672,0,16:27:44,35.55500500,139.65609333, 0.007, 0.002,-0.002,     0,     0,     0,     0,     0,     0,359.688,-1,-1
3728,0,16:27:44,35.55500500,139.65609333, -0.01,   0.0,   0.0,     0,     0,     0,     0,     0,     0,359.688,-1,-1
3785,0,16:27:44,35.55500500,139.65609333,-0.021, 0.002,-0.001,     0,     0,     0,     0,     0,     0,359.688,-1,-1
3840,0,16:27:44,35.55500500,139.65609333,-0.016, 0.001,   0.0,     0,     0,     0,     0,     0,     0,359.688,-1,-1
3897,0,16:27:44,35.55500500,139.65609333,-0.002, 0.002, 0.001,     0,     0,     0,     0,     0,     0,359.688,-1,-1
3951,0,16:27:44,35.55500500,139.65609333,-0.007, 0.004,-0.001,     0,     0,     0,     0,     0,     0,359.688,-1,-1
4008,0,16:27:44,35.55500500,139.65609333, 0.051, 0.003,   0.0,     0,     0,     0,     0,     0,     0,359.688,-1,-1
4064,0,16:27:44,35.55500500,139.65609333, 0.026, 0.009, 0.001,     0,     0,     0,     0,     0,     0,359.688,-1,-1
4120,0,16:27:44,35.55500500,139.65609333, 0.079, 0.026, 0.047,     0,     0,     0,     0,     0,     0,359.562,-1,-1
4176,0,16:27:44,35.55500500,139.65609333, 0.373, 0.028, 0.094,     0,     0,     0,     0,     0,     0,359.312,-1,-1
4234,0,16:27:44,35.55500500,139.65609333, 0.086, 0.011, 0.024,     0,     0,     0,     0,     0,     0, 359.0,-1,-1
4289,0,16:27:44,35.55500500,139.65609333, 0.118, 0.018,-0.013,     0,     0,     0,     0,     0,     0,359.125,-1,-1
4346,0,16:27:44,35.55500500,139.65609333,-0.291, 0.381,-0.211,     0,     0,     0,     0,     0,     0,359.438,-1,-1
4401,0,16:27:44,35.55500500,139.65609333,-0.167, 0.753, 0.024,     0,     0,     0,     0,     0,     0,359.438,-1,-1
4456,0,16:27:44,35.55500500,139.65609333, 0.156, 0.814,  0.03,     0,     0,     0,     0,     0,     0,359.188,-1,-1
4510,0,16:27:44,35.55500500,139.65609333,-0.038, 0.723,  0.05,     0,     0,     0,     0,     0,     0,359.062,-1,-1
4564,0,16:27:45,35.55500500,139.65609333, 0.241, 0.203, 0.186,     0,     0,     0,     0,     0,     0,358.438,-1,-1
4619,0,16:27:45,35.55500500,139.65609333, 0.228,-0.037,-0.033,     0,     0,     0,     0,     0,     0,358.438,-1,-1
4677,0,16:27:45,35.55500500,139.65609333, -0.22, 0.006, 0.053,     0,     0,     0,     0,     0,     0,358.562,-1,-1
4738,0,16:27:45,35.55500500,139.65609333,  0.07,-0.439, 0.309,     0,     0,     0,     0,     0,     0,357.875,-1,-1
4798,0,16:27:45,35.55500500,139.65609333, 0.502,-0.927, 0.329,     0,     0,     0,     0,     0,     0,357.062,-1,-1
4854,0,16:27:45,35.55500500,139.65609333, 0.131,-0.596, 0.359,     0,     0,     0,     0,     0,     0,356.312,-1,-1
4908,0,16:27:45,35.55500500,139.65609333, 0.279,-0.062, 0.427,     0,     0,     0,     0,     0,     0,355.312,-1,-1
4964,0,16:27:45,35.55500500,139.65609333, 0.311, 0.283, 0.174,     0,     0,     0,     0,     0,     0,354.375,-1,-1
5018,0,16:27:45,35.55500500,139.65609333, 0.401, 0.064,  0.22,     0,     0,     0,     0,     0,     0,353.812,-1,-1
5077,0,16:27:45,35.55500500,139.65609333, 0.408,-0.373, 0.128,     0,     0,     0,     0,     0,     0,353.562,-1,-1
5136,0,16:27:45,35.55500500,139.65609333, 0.733,-0.298,-0.072,     0,     0,     0,     0,     0,     0,353.75,-1,-1
5191,0,16:27:45,35.55500500,139.65609333, 0.368, 0.154,-0.113,     0,     0,     0,     0,     0,     0,354.125,-1,-1
5247,0,16:27:45,35.55500500,139.65609333, 0.484,  0.45,-0.081,     0,     0,     0,     0,     0,     0,354.188,-1,-1
5302,0,16:27:45,35.55500500,139.65609333, 0.077, 0.559, 0.127,     0,     0,     0,     0,     0,     0,353.625,-1,-1
5358,0,16:27:45,35.55500500,139.65609333,-0.138, 0.668, 0.454,     0,     0,     0,     0,     0,     0,352.25,-1,-1
5412,0,16:27:45,35.55500500,139.65609333,-0.336, 0.828, 0.678,     0,     0,     0,     0,     0,     0,349.625,-1,-1
5468,0,16:27:45,35.55500500,139.65609333, -0.16, 1.072, 0.782,     0,     0,     0,     0,     0,     0,347.062,-1,-1
5526,0,16:27:45,35.55500500,139.65609333,-0.442,  1.12, 1.011,     0,     0,     0,     0,     0,     0,343.188,-1,-1
5583,0,16:27:46,35.55500500,139.65609333,-0.359, 1.014, 1.097,     0,     0,     0,     0,     0,     0,338.875,-1,-1
5640,0,16:27:46,35.55500500,139.65609333,-0.206, 0.416, 0.854,     0,     0,     0,     0,     0,     0,335.25,-1,-1
5697,0,16:27:46,35.55500500,139.65609333, 0.117,-0.034, 0.521,     0,     0,     0,     0,     0,     0,333.688,-1,-1
5753,0,16:27:46,35.55500500,139.65609333,  0.05,-0.332, 0.589,     0,     0,     0,     0,     0,     0, 332.0,-1,-1
