2432,1,      0,          0,          0,-0.001, 0.002, 0.001,     0,     0,     0,     0,     0,     0,   0.0,-1,-1
2488,1,      0,          0,          0,-0.002, 0.001, 0.001,     0,     0,     0,     0,     0,     0,   0.0,-1,-1
2544,1,      0,          0,          0,-0.001, 0.003,-0.001,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
2599,1,      0,          0,          0,-0.002, 0.001,-0.002,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
2655,1,      0,          0,          0,-0.001, 0.003, 0.001,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
2711,1,      0,          0,          0,-0.001,-0.001,   0.0,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
2766,1,      0,          0,          0,-0.001,   0.0, 0.001,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
2823,1,      0,          0,          0,-0.003, 0.001, 0.002,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
2877,1,      0,          0,          0, 0.001,   0.0, 0.001,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
2933,1,      0,          0,          0,-0.002, 0.004,-0.001,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
2987,1,      0,          0,          0,   0.0, 0.002,-0.001,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
3045,1,      0,          0,          0,   0.0,-0.001,   0.0,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
3099,1,      0,          0,          0,-0.002, 0.001,-0.002,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
3154,1,      0,          0,          0,-0.007, 0.003,-0.007,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
3207,1,      0,          0,          0, 0.003,-0.004, 0.004,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
3264,1,      0,          0,          0,-0.001,-0.004, 0.002,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
3318,1,      0,          0,          0,-0.002,-0.001, 0.001,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
3374,1,      0,          0,          0, 0.001,-0.001, 0.001,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
3428,1,      0,          0,          0, 0.002, 0.001, 0.002,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
3485,1,      0,          0,          0,   0.0,-0.002, 0.001,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
3538,1,      0,          0,          0, 0.002,-0.003, 0.002,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
3595,1,      0,          0,          0,   0.0,-0.001, 0.001,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
3649,1,      0,          0,          0, 0.001,-0.001, 0.002,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
3704,1,      0,          0,          0, 0.002,-0.009, 0.004,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
3758,1,      0,          0,          0, 0.001,-0.002, 0.004,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
3815,1,      0,          0,          0, 0.001,   0.0, 0.001,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
3870,1,      0,          0,          0, 0.001,   0.0, 0.001,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
3926,1,      0,          0,          0, 0.001,   0.0,-0.001,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
3980,1,      0,          0,          0,-0.001, 0.003,   0.0,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
4036,1,      0,          0,          0, 0.001,-0.003,-0.001,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
4090,1,      0,          0,          0, 0.002,-0.003,   0.0,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
4146,1,      0,          0,          0,-0.002,   0.0,-0.001,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
4200,1,      0,          0,          0,   0.0,-0.001,-0.001,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
4255,1,      0,          0,          0,-0.001, 0.003,   0.0,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
4309,1,      0,          0,          0, 0.001,-0.006,   0.0,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
4366,1,      0,          0,          0,   0.0,   0.0, 0.002,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
4420,1,      0,          0,          0,-0.002,   0.0, 0.002,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
4487,1,      0,          0,          0,-0.002, 0.002,   0.0,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
4542,1,      0,          0,          0,   0.0,-0.001,   0.0,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
4597,1,      0,          0,          0,   0.0, 0.001,   0.0,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
4651,1,      0,          0,          0, 0.001,-0.004, 0.001,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
4707,1,      0,          0,          0,   0.0,   0.0,   0.0,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
4763,1,      0,          0,          0,-0.001, 0.006,-0.001,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
4819,1,      0,          0,          0,-0.001, 0.002,-0.001,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
4876,1,      0,          0,          0,-0.001,   0.0, 0.001,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
4931,1,      0,          0,          0,-0.002,-0.001,-0.001,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
4988,1,      0,          0,          0,   0.0,   0.0,   0.0,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
5044,1,      0,          0,          0,   0.0,-0.003,   0.0,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
5101,1,      0,          0,          0,-0.001, 0.001,   0.0,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
5155,1,      0,          0,          0,-0.002, 0.001, 0.001,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
5210,1,      0,          0,          0, 0.001, 0.001, 0.001,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
5268,2,      0,          0,          0,-0.001, 0.002, 0.001,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
5323,2,      0,          0,          0,   0.0, 0.003, 0.002,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
5379,2,      0,          0,          0,-0.001, 0.003,-0.002,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
5436,2,      0,          0,          0, 0.001, 0.001,   0.0,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
5491,2,      0,          0,          0,-0.009, 0.004,-0.004,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
5548,2,      0,          0,          0, 0.001,-0.003,-0.002,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
5602,2,      0,          0,          0,   0.0,-0.001,   0.0,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
5658,2,      0,          0,          0,-0.002, 0.001,   0.0,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
5713,2,      0,          0,          0,-0.001,-0.002,-0.002,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
5771,2,      0,          0,          0, 0.001,-0.002,-0.001,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
5828,2,      0,          0,          0,   0.0, 0.001,-0.001,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
5883,2,      0,          0,          0, 0.001, 0.001,-0.002,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
5939,2,      0,          0,          0,   0.0,-0.002,-0.003,     0,     0,     0,     0,     0,     0, 178.5,-1,-1
