2433,    90,    90,0.626471825675478,-0.10880940527800176,0.4106177383609665,   0.0,-0.07131856545899853
3145,    90,    90,0.684268626838564,-0.006492193543004454,0.8163029297424782,-0.02898204002905807,-0.07517742887302467
3794,    90,    90,0.6512431468748798,0.024416992515472136,1.2226998611966322,-0.05959160297885571,-0.05989727171545069
4478,    90,    90,0.6415524694567625,-0.10121986763524016,1.6324814580435913,-0.08416579780225217,-0.12466602780266993
5178,    90,    90,0.6468418617752053,0.054917652216256885,2.0377832589787324,-0.13495655996405975,-0.0899862764370131
5870,    90,    90,0.6559426664720927,-0.0105075162495476,2.44378506305877,-0.17159008431373446,-0.09651642237585856
6553,    90,    90,0.686223180042842,-0.011640840003322994,2.8486701871412707,-0.21078994467432222,-0.10341686140325904
7206,    90,    90,0.6501774158189358,0.057800360680258844,3.254838808948221,-0.25294501950929943,-0.06711477473271055
7894,    90,    90,0.6799788871396568,-0.029026934535982596,3.6615735304772477,-0.28028398954084816,-0.08451664172866871
8553,    90,    90,0.6349287932523404,-0.04589655496058864,4.068725526627424,-0.31477727730490807,-0.1140535191581084
9261,    90,    90,0.712113977485707,-0.022930398029604726,4.4720377906465645,-0.3609769592574865,-0.12712528780090382
9890,    90,    90,0.6766335259726612,-0.017481217053428866,4.876372374125959,-0.4126568065142358,-0.13765648672604766
10552,    90,    90,0.6568624627401634,-0.05721198598025645,5.280710863217824,-0.4686708794548233,-0.17321024494325898
11233,    90,    90,0.6882738178833703,0.0016625431785759481,5.682330140807274,-0.5389395914929034,-0.17222538634810963
11888,    90,    90,0.7068845522580512,-0.010171521404985007,6.083610262472531,-0.6087417314100128,-0.17808620251654672
2441,    90,    90,0.6362325973142202,-0.11391312263052034,0.41121355939754356,   0.0,-0.07362499314987263
3143,    90,    90,0.6943811911659077,-0.013241318552689618,0.8175744707287695,-0.029972495593180493,-0.08139503490653063
3784,    90,    90,0.7016591909184605,-0.02937293913259864,1.2238615063539808,-0.06311546779405153,-0.09845956667479533
4425,    90,    90,0.7132669006366488,-0.0215616319123475,1.6293492509981904,-0.10316912970499516,-0.11077687427273318
5055,    90,    90,0.7154369315903963,-0.005456136476736373,2.034519136659671,-0.14823708489115742,-0.1138858778551866
5685,    90,    90,0.7025226452791826,-0.04108274126648093,2.4383884837563077,-0.19443198878795595,-0.13765770076301137
6323,    90,    90,0.7104550048705006,-0.017937661144120542,2.8419932410694644,-0.25034491533273723,-0.14794528581505234
6950,    90,    90,0.7163882756638671,-0.014004434580970115,3.2454288346001627,-0.3104706242856974,-0.15591901788289286
7579,    90,    90,0.693357021804534,-0.052378085325015644,3.648354676182709,-0.37380852330497094,-0.18673090950773777
8227,    90,    90,0.6941560119936061,-0.025745245420233154,4.049140126225718,-0.4495297004772588,-0.2018584349650876
8873,    90,    90,0.7070445863327408,-0.03281241755830333,4.447725896653001,-0.5310985116556725,-0.22073930614862936
9508,    90,    90,0.7084523407561256,-0.01738374921121222,4.845180186610253,-0.6202855952078545,-0.23073441983024712
10140,    90,    90,0.710827683059675,-0.02825846058034842,5.241919322100183,-0.7134868303521318,-0.2469358678799397
10772,    90,    90,0.7058744873681604,-0.021517686420487014,5.636934381221078,-0.813062443999089,-0.2593540949178137
11409,    90,    90,0.7057039486301364,-0.01518746655911607,6.030828669363408,-0.9175744337097472,-0.2681244166900798
12046,    90,    90,0.7138474226982059,-0.041554917653497725,6.423256676704934,-1.0253900798744793,-0.29181515552254433
12675,    90,    90,0.7164492318858103,-0.0017625128730037742,6.813480713619522,-1.1426097341362356,-0.29281750891213226
13300,    90,    90,0.7121855156002637,-0.01826828117983037,7.204057618711355,-1.2603623379542173,-0.3032816137733794
13932,    90,    90,0.7048188395141176,-0.04152193262410664,7.593388577090412,-1.3821978332453018,-0.3273145068397944
14571,    90,    90,0.7018886503945018,-0.016696295881578727,7.979513926637644,-1.5132978355813869,-0.3370145108868593
15212,    90,    90,0.7019266670843218,-0.04660519589556533,8.364065010030906,-1.648037362964329,-0.3640691329828343
15851,    90,    90,0.7097127871973277,-0.021672828304152958,8.745001399980499,-1.7931953258103959,-0.37651791142666724
16481,    90,    90,0.690113360297729,-0.028786592514732257,9.124250967195724,-1.9431432945906377,-0.39352911527385864
17132,    90,    90,0.6720162825704842,-0.02345441939327786,9.50037867144472,-2.0993063801941623,-0.4077430513705184
17801,    90,    90,0.6712800701016075,-0.025468181098663445,9.874357382007153,-2.260846683826002,-0.42319879121770415
18468,    90,    90,0.7153073474903788,-0.029653316047777656,10.244675720705887,-2.4276435311957942,-0.44003583228600607
19096,    90,    90,0.6969141176071074,0.00421701816151876,10.613196349622228,-2.601151999065361,-0.43757112159341377
