0,8.87608353347651,19.643996423580262,57.38376986024407,0.9433981132056604,1.0295630140987
-89.0,-88.0,-88.0,-89.0,-88.0,-88.0,-88.0,-88.0,-88.0,-89.0,-90.0,-89.0,-91.0,-89.0,-90.0,-90.0,-90.0,-90.0,-90.0,-90.0
-87.0,-90.0,-90.0,-88.0,-87.0,-88.0,-88.0,-88.0,-88.0,-89.0,-89.0,-89.0,-90.0,-91.0,-89.0,-89.0,-90.0,-88.0,-89.0,-89.0
1,13.378485584893596,17.468761298228912,42.506693584479436,0.4974937185533099,0.9273618495495705
-86.0,-85.0,-86.0,-86.0,-85.0,-86.0,-85.0,-85.0,-85.0,-85.0,-85.0,-86.0,-85.0,-85.0,-85.0,-85.0,-86.0,-86.0,-86.0,-86.0
-87.0,-86.0,-85.0,-85.0,-85.0,-84.0,-85.0,-83.0,-85.0,-84.0,-83.0,-85.0,-85.0,-85.0,-84.0,-85.0,-86.0,-85.0,-85.0,-84.0
2,17.29944433266551,14.359175017778849,56.72925565837919,0.5241100628920335,1.4654350889752843
-89.0,-89.0,-90.0,-90.0,-89.0,-89.0,-89.0,-88.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-90.0,-88.0,-89.0,-89.0
-93.0,-88.0,-91.0,-89.0,-88.0,-89.0,-88.0,-89.0,-87.0,-87.0,-87.0,-88.0,-88.0,-89.0,-89.0,-88.0,-90.0,-89.0,-87.0,-87.0
3,17.534184344342183,9.295086388796646,38.00385005861047,0.38405728739343037,0.4974937185533099
-84.0,-84.0,-85.0,-84.0,-84.0,-84.0,-84.0,-84.0,-84.0,-84.0,-83.0,-84.0,-84.0,-84.0,-84.0,-83.0,-84.0,-84.0,-84.0,-84.0
-83.0,-84.0,-84.0,-83.0,-83.0,-83.0,-84.0,-83.0,-83.0,-84.0,-84.0,-83.0,-83.0,-83.0,-83.0,-84.0,-84.0,-84.0,-83.0,-84.0
4,17.399098049321942,4.2694767403205,39.06064029638979,0.6224949798994366,0.6538348415311009
-84.0,-85.0,-85.0,-85.0,-84.0,-84.0,-85.0,-85.0,-84.0,-85.0,-84.0,-84.0,-85.0,-84.0,-84.0,-84.0,-84.0,-84.0,-83.0,-83.0
-83.0,-83.0,-85.0,-84.0,-84.0,-84.0,-83.0,-85.0,-83.0,-85.0,-84.0,-84.0,-84.0,-84.0,-84.0,-84.0,-83.0,-83.0,-84.0,-84.0
5,17.313573289870934,-0.7939072669810158,52.754087436742445,0.4330127018922193,0.5
-89.0,-88.0,-89.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0,-89.0,-88.0,-88.0,-88.0,-88.0,-88.0,-89.0,-89.0
-88.0,-88.0,-87.0,-87.0,-87.0,-87.0,-88.0,-88.0,-88.0,-87.0,-88.0,-88.0,-87.0,-88.0,-87.0,-87.0,-87.0,-87.0,-88.0,-88.0
6,12.465076771390242,-2.1335985427673854,129.41867273028765,1.172160918490531,2.406241883103193
-98.0,-99.0,-99.0,-97.0,-99.0,-98.0,-99.0,-100.0,-99.0,-96.0,-99.0,-98.0,-97.0,-99.0,-100.0,-100.0,-99.0,-101.0,-98.0
-93.0,-97.0,-100.0,-99.0,-103.0,-102.0,-101.0,-104.0,-100.0,-100.0,-100.0,-102.0,-98.0,-97.0,-100.0,-100.0,-99.0,-100.0,-103.0,-100.0
